"Date","OUT","EXPORTS","SJR","GCD","SAC","CVP","SWP","X2"
2002-04-16,16044,1975,2960,1880,15200,998,593,74.08
2002-04-17,16037,1794,2990,1835,14900,996,584,73.92
2002-04-18,16833,1596,3130,1845,15400,933,477,73.73
2002-04-19,16055,1739,3200,1859,14800,943,602,73.58
2002-04-20,15325,1744,3310,1860,14000,889,638,73.47
2002-04-21,14601,1754,3370,1859,13700,892,650,73.39
2002-04-22,14070,1752,3430,1828,13100,882,648,73.35
2002-04-23,13105,1755,3250,1837,12300,879,642,73.35
2002-04-24,11526,1794,3220,1879,10800,891,647,73.44
2002-04-25,11865,1754,3310,1882,11000,879,635,73.5
2002-04-26,11899,1743,3410,1907,10900,882,641,73.56
2002-04-27,11910,1723,3450,1900,10800,882,642,73.61
2002-04-28,12455,1715,3500,1950,11300,877,649,73.63
2002-04-29,12360,1719,3610,1916,11100,884,648,73.66
2002-04-30,12995,1672,3570,1938,11700,878,614,73.65
2002-05-01,13093,1662,3390,1945,12000,848,611,73.64
2002-05-02,12269,1666,3310,1950,11300,829,619,73.67
2002-05-03,12531,1674,3360,1986,11500,828,621,73.68
2002-05-04,11878,1682,3390,2050,10900,828,633,73.73
2002-05-05,11278,1710,3430,2050,10300,828,646,73.81
2002-05-06,10729,1715,3500,1967,9640,827,648,73.92
2002-05-07,11019,1697,3460,2079,10100,829,641,74
2002-05-08,10902,1567,3360,2082,9950,827,650,74.09
2002-05-09,10805,1613,3240,2090,9990,827,693,74.17
2002-05-10,10563,1612,3170,2146,9830,827,690,74.27
2002-05-11,10418,1621,3290,2196,9620,828,694,74.37
2002-05-12,10593,1622,3360,2250,9850,828,690,74.46
2002-05-13,10413,1625,3400,2196,9660,829,696,74.55
2002-05-14,10569,1621,3210,2264,10100,830,691,74.62
2002-05-15,10580,1620,2930,2274,10400,833,693,74.69
2002-05-16,10455,1626,2680,2341,10600,832,699,74.77
2002-05-17,10611,1626,2450,2383,11000,831,692,74.83
2002-05-18,11533,1628,2360,2384,12000,833,699,74.83
2002-05-19,13245,1618,2310,2450,13600,831,696,74.75
2002-05-20,18219,1619,2340,2484,15000,830,693,74.46
2002-05-21,23282,1597,2380,2486,19000,830,691,74.03
2002-05-22,24211,1609,2310,2556,20200,833,697,73.6
2002-05-23,23793,1842,2140,2621,20300,902,699,73.21
2002-05-24,22939,1884,2120,2677,19800,919,700,72.86
2002-05-25,17332,1889,2030,2730,18000,924,687,72.71
2002-05-26,14968,1902,2100,2725,16500,926,706,72.66
2002-05-27,13909,1887,2180,2775,15400,922,697,72.66
2002-05-28,13028,1898,2080,2677,14500,926,698,72.71
2002-05-29,12417,2029,1950,2852,14300,924,661,72.78
2002-05-30,11609,2097,1910,2870,13600,922,692,72.89
2002-05-31,10990,2095,1760,2900,13100,923,690,73.03
2002-06-01,9526,3053,1690,2950,12700,1587,977,73.26
2002-06-02,8742,4210,1730,3050,13100,2545,1191,73.53
2002-06-03,7484,5162,1760,3100,12800,3393,1289,73.89
2002-06-04,6440,6091,1660,3049,12800,3604,1996,74.32
2002-06-05,6725,5664,1530,3154,12900,3584,1591,74.7
2002-06-06,6701,5511,1460,3199,12800,3237,1782,75.06
2002-06-07,6118,5729,1430,3249,12500,2776,2491,75.46
2002-06-08,5598,5851,1380,3299,12200,2171,3199,75.9
2002-06-09,6301,4918,1420,3349,12000,1890,2558,76.23
2002-06-10,5139,5478,1470,3465,11500,1797,3199,76.68
2002-06-11,4867,5444,1360,3442,11300,1777,3190,77.14
2002-06-12,5031,4892,1290,3484,11000,1804,2596,77.56
2002-06-13,5581,4845,1280,3560,11600,1763,2590,77.88
2002-06-14,7406,4108,1260,3587,12700,1813,1796,78
2002-06-15,7504,4249,1360,3637,12900,1756,1993,78.11
2002-06-16,7993,4158,1430,3687,13300,1779,1899,78.17
2002-06-17,8709,4197,1420,3820,14200,1714,1992,78.17
2002-06-18,8008,5176,1340,3812,14500,1687,2988,78.23
2002-06-19,7376,5811,1270,3849,14600,1792,3491,78.33
2002-06-20,7386,5852,1260,3920,14700,1831,3493,78.43
2002-06-21,7951,5786,1290,3975,15200,1744,3493,78.48
2002-06-22,9149,4713,1290,4024,15400,1691,2490,78.43
2002-06-23,7420,6163,1370,4025,15100,2631,2996,78.52
2002-06-24,9272,4745,1420,4126,15600,4200,0,78.46
2002-06-25,9500,4884,1360,4124,16000,4328,0,78.39
2002-06-26,7275,6672,1280,4122,15700,3646,2481,78.5
2002-06-27,7892,6397,1310,4186,16100,3384,2471,78.55
2002-06-28,8012,6709,1310,4169,16500,3384,2776,78.58
2002-06-29,9141,6393,1350,4300,17400,3362,2490,78.53
2002-06-30,9606,6407,1430,4199,17700,3389,2476,78.45
2002-07-01,5357,10133,1370,4229,17300,4044,5495,78.75
2002-07-02,4403,10395,1330,4228,16700,4351,5486,79.16
2002-07-03,4818,10417,1230,4265,17300,4368,5496,79.49
2002-07-04,5336,9904,1180,4265,17400,4369,4994,79.74
2002-07-05,5165,9876,1260,4334,17200,4364,4991,79.99
2002-07-06,5387,9844,1260,4334,17400,4357,4998,80.2
2002-07-07,5975,9592,1320,4334,17700,4336,4998,80.33
2002-07-08,6389,9846,1420,4279,18200,4331,4987,80.42
2002-07-09,5459,10375,1310,4316,17900,4327,5486,80.6
2002-07-10,4980,10915,1250,4314,18000,4337,5998,80.83
2002-07-11,5162,10949,1220,4346,18300,4364,5998,81.02
2002-07-12,5250,11407,1230,4347,18800,4345,6490,81.19
2002-07-13,5264,11406,1240,4324,18800,4364,6484,81.35
2002-07-14,5398,11435,1230,4324,19000,4377,6499,81.49
2002-07-15,5573,11359,1260,4382,19200,4312,6494,81.6
2002-07-16,6225,10911,1210,4344,19400,4316,6047,81.63
2002-07-17,6075,11117,1190,4337,19500,4281,6359,81.67
2002-07-18,6142,11204,1150,4338,19700,4379,6467,81.71
2002-07-19,6035,11264,1190,4352,19600,4397,6496,81.75
2002-07-20,5404,11295,1150,4289,19000,4431,6497,81.86
2002-07-21,4709,11949,1180,4289,18900,4405,7173,82.06
2002-07-22,5584,11937,1230,4316,19700,4421,7176,82.13
2002-07-23,5867,11913,1190,4291,20000,4396,7181,82.17
2002-07-24,6306,11866,1130,4251,20400,4398,7155,82.16
2002-07-25,6582,11866,1150,4230,20600,4398,7168,82.13
2002-07-26,6533,11849,1180,4241,20500,4390,7175,82.1
2002-07-27,6247,11804,1150,4241,20200,4378,7175,82.1
2002-07-28,6242,11776,1270,4189,20000,4381,7172,82.1
2002-07-29,6452,11790,1280,4155,20200,4389,7180,82.08
2002-07-30,6508,11021,1150,4170,19700,4344,6413,82.05
2002-07-31,6860,10335,1140,4067,19300,4354,5744,82
2002-08-01,5228,11783,1140,4075,19100,4372,7171,82.12
2002-08-02,4614,11800,1160,4106,18500,4394,7180,82.31
2002-08-03,4119,11840,1180,4056,18000,4411,7180,82.57
2002-08-04,4876,11780,1140,4056,18800,4386,7172,82.7
2002-08-05,4647,11676,1210,4042,18400,4311,7146,82.86
2002-08-06,4826,11722,1140,4079,18700,4366,7167,82.99
2002-08-07,4828,11716,1050,3991,18700,4362,7174,83.1
2002-08-08,4263,11743,1010,4000,18200,4371,7178,83.3
2002-08-09,4018,11756,1040,3924,17800,4390,7171,83.52
2002-08-10,3823,11758,1050,3924,17600,4385,7178,83.76
2002-08-11,3573,11742,1090,3874,17200,4383,7176,84.03
2002-08-12,3391,11788,1150,3757,16900,4407,7175,84.31
2002-08-13,3855,11187,1090,3806,16900,4453,6491,84.5
2002-08-14,4345,11079,1020,3736,17300,4363,6465,84.61
2002-08-15,3558,11745,1050,3755,17200,4341,7178,84.83
2002-08-16,4046,11428,1060,3705,17300,4352,6881,84.96
2002-08-17,3992,11622,1060,3705,17400,4254,7178,85.1
2002-08-18,3883,11666,1180,3655,17100,4311,7180,85.24
2002-08-19,3514,11622,1230,3545,16600,4264,7173,85.44
2002-08-20,4186,11614,1130,3645,17600,4289,7171,85.51
2002-08-21,4472,11551,1100,3568,17800,4246,7145,85.54
2002-08-22,4062,11699,1060,3528,17500,4367,7160,85.63
2002-08-23,4156,11676,1070,3508,17500,4329,7172,85.7
2002-08-24,3416,11626,1090,3458,16600,4276,7167,85.89
2002-08-25,2758,11638,1250,3408,15800,4288,7173,86.21
2002-08-26,2213,11482,1270,3450,15100,4304,6992,86.66
2002-08-27,1789,10801,1180,3443,14100,4338,6297,87.21
2002-08-28,2387,9640,1150,3325,13500,4275,5191,87.55
2002-08-29,3913,9068,1080,3259,14500,4291,4600,87.56
2002-08-30,3478,9968,1080,3214,14900,4281,5495,87.63
2002-08-31,3077,10463,1100,3167,14900,4281,5999,87.79
2002-09-01,3143,10448,1180,3124,14800,4264,6000,87.92
2002-09-02,2654,10291,1220,3124,14100,4313,5800,88.15
2002-09-03,2915,9369,1160,3043,13400,4252,4947,88.31
2002-09-04,3454,8719,1020,3000,13400,4245,4291,88.35
2002-09-05,3893,8443,991,2978,13600,4282,3990,88.32
2002-09-06,4217,8253,1040,2903,13600,3795,4294,88.23
2002-09-07,4101,8543,1070,2849,13700,4371,3998,88.16
2002-09-08,4051,8546,1140,2799,13500,4379,3992,88.11
2002-09-09,3685,9168,1170,2900,13900,4011,4999,88.12
2002-09-10,3651,9158,1120,2812,13800,3992,4995,88.14
2002-09-11,3075,9975,1090,2751,14000,4308,5492,88.26
2002-09-12,3481,10077,1130,2689,14400,4308,5592,88.3
2002-09-13,3701,10118,1150,2642,14600,4341,5594,88.3
2002-09-14,3982,9677,1160,2600,14400,4305,5199,88.25
2002-09-15,3167,9986,1240,2550,13800,4328,5492,88.35
2002-09-16,4127,9273,1340,2565,14000,4304,4800,88.27
2002-09-17,3919,9071,1230,2486,13600,3918,4992,88.24
2002-09-18,4187,9145,1170,2452,14000,3994,4994,88.16
2002-09-19,3715,9553,1130,2379,13900,4395,4992,88.16
2002-09-20,4580,8568,1190,2365,13700,4407,3995,88.03
2002-09-21,5403,7523,1180,2350,13500,4361,2997,87.8
2002-09-22,5260,7551,1260,2300,13300,4378,2996,87.59
2002-09-23,5362,7529,1270,2241,13300,4351,2996,87.39
2002-09-24,5077,7554,1230,2262,13100,4383,2994,87.23
2002-09-25,4742,7646,1200,2194,12800,4481,2995,87.13
2002-09-26,4332,7259,1220,2209,12000,4379,2696,87.09
2002-09-27,5082,7202,1190,2171,12700,4360,2690,86.95
2002-09-28,5025,7308,1180,2165,12800,4453,2698,86.82
2002-09-29,5534,6519,1240,2115,12400,4377,1991,86.64
2002-09-30,5553,6985,1340,2150,12800,4323,2495,86.47
2002-10-01,5105,6982,1330,2132,12300,4335,2492,86.36
2002-10-02,4716,6986,1250,2072,11900,4330,2508,86.31
2002-10-03,4670,6450,1250,2041,11300,4320,1997,86.26
2002-10-04,4373,6428,1320,2021,10900,4297,1992,86.27
2002-10-05,4898,5747,1340,1990,10700,4320,1293,86.19
2002-10-06,4441,5735,1310,1990,10300,4306,1292,86.19
2002-10-07,4528,5422,1310,1889,9940,4283,999,86.17
2002-10-08,4000,5428,1280,1912,9470,4278,981,86.24
2002-10-09,3512,5595,1290,1927,9180,4440,999,86.38
2002-10-10,3519,5491,1250,1874,9090,4359,990,86.52
2002-10-11,4753,5370,1250,1872,10200,4232,999,86.45
2002-10-12,4427,5458,1320,1872,9900,4308,996,86.44
2002-10-13,4507,5409,1430,1875,9830,4262,995,86.41
2002-10-14,4333,5447,1480,1825,9620,4309,992,86.41
2002-10-15,3997,5441,1440,1850,9340,4299,992,86.46
2002-10-16,4201,5331,1420,1833,9470,4207,979,86.48
2002-10-17,4037,5321,1350,1837,9410,4196,982,86.52
2002-10-18,4118,5475,1570,1789,9410,4349,987,86.54
2002-10-19,4249,5400,1840,1790,9250,4286,983,86.55
2002-10-20,4255,5384,1990,1790,9120,4253,995,86.55
2002-10-21,3822,5932,2060,1793,9190,4301,1489,86.63
2002-10-22,3341,6215,2050,1787,9010,3776,2296,86.78
2002-10-23,3674,6634,2250,1730,9500,4502,1994,86.87
2002-10-24,3786,6367,2410,1733,9190,4298,1937,86.93
2002-10-25,3931,6203,2560,1726,9030,4294,1788,86.96
2002-10-26,4026,6234,2590,1737,9160,4309,1798,86.98
2002-10-27,3979,6817,2510,1737,9790,4519,2185,87
2002-10-28,3329,7326,2330,1750,9830,4224,2986,87.14
2002-10-29,4053,6819,2190,1680,10100,2214,4485,87.14
2002-10-30,4882,6319,2010,1688,10600,2207,3996,87.02
2002-10-31,4839,6237,1870,1688,10600,2102,4000,86.92
2002-11-01,4494,6199,1790,1693,10300,2110,3992,86.87
2002-11-02,4618,5978,1720,1690,10300,4375,1494,86.8
2002-11-03,4004,6379,1720,1690,10100,4262,1996,86.83
2002-11-04,5120,5718,1680,1690,10200,2079,3495,86.7
2002-11-05,5749,5234,1700,1700,10500,1595,3497,86.5
2002-11-06,7406,4025,1700,1700,11100,2371,1497,86.15
2002-11-07,11168,5874,1740,1700,11200,4230,1491,85.55
2002-11-08,22478,4494,1860,1650,13800,2878,1492,84.53
2002-11-09,26017,2956,2150,1700,15100,1347,1492,83.48
2002-11-10,26539,2669,2060,1650,15200,1058,1491,82.47
2002-11-11,22974,6264,1990,1650,15400,3144,2997,81.61
2002-11-12,14794,8467,1940,1650,15000,4343,3992,81.08
2002-11-13,6426,9369,1880,1650,14700,4254,4994,81.12
2002-11-14,5094,9898,1830,1650,14200,4281,5497,81.3
2002-11-15,3864,10112,1810,1700,13500,4264,5722,81.66
2002-11-16,3108,10107,1760,1700,12800,4260,5715,82.13
2002-11-17,2646,9891,1720,1700,12200,4279,5492,82.69
2002-11-18,2794,9301,1700,1700,11800,4276,4898,83.17
2002-11-19,3513,8148,1670,1700,11400,4022,3998,83.49
2002-11-20,1903,9216,1650,1750,10900,4084,4993,84.18
2002-11-21,2774,8089,1650,1750,10600,4457,3497,84.59
2002-11-22,2729,7393,1630,1750,9890,4244,2991,84.99
2002-11-23,4302,6389,1590,1750,10500,4244,1995,85.07
2002-11-24,3813,6842,1560,1750,10500,4208,2491,85.23
2002-11-25,3511,6874,1550,1800,10300,4235,2498,85.43
2002-11-26,3435,6706,1520,1800,10100,4258,2298,85.63
2002-11-27,3839,6452,1490,1850,10300,4213,2091,85.75
2002-11-28,3836,6456,1460,1900,10400,4213,2096,85.86
2002-11-29,3712,6381,1460,1900,10200,4256,1993,85.99
2002-11-30,3333,6416,1460,1950,9900,4287,1999,86.19
2002-12-01,3812,5913,1460,2000,9930,4300,1496,86.28
2002-12-02,3361,6419,1450,2000,10000,4294,1993,86.45
2002-12-03,3539,6431,1440,2000,10200,4291,1990,86.58
2002-12-04,3582,6431,1440,2050,10300,4292,1995,86.69
2002-12-05,4348,5812,1440,2100,10500,3671,1997,86.67
2002-12-06,4822,5553,1460,2100,10700,3411,1988,86.59
2002-12-07,5591,5040,1460,2150,11000,2910,1977,86.42
2002-12-08,6047,4877,1450,2150,11300,2721,2014,86.2
2002-12-09,6113,4836,1470,2150,11300,2724,1970,85.99
2002-12-10,7213,4854,1480,2200,12000,2734,1993,85.68
2002-12-11,7418,4786,1480,2200,12100,2721,1979,85.37
2002-12-12,7533,4775,1460,2200,12200,2721,1980,85.07
2002-12-13,10609,5757,1480,2200,12100,2723,2969,84.57
2002-12-14,14945,6970,1600,2200,14500,3417,3492,83.87
2002-12-15,19613,7784,1680,2200,19600,3718,4000,83.03
2002-12-16,45794,7985,1740,2200,34600,3441,4497,81.7
2002-12-17,66313,6040,2090,2200,46300,3003,3000,80.19
2002-12-18,57254,10798,2500,2150,48400,3569,7193,78.87
2002-12-19,60942,11227,2470,2150,53200,3783,7400,77.57
2002-12-20,62471,11341,2690,2150,52400,3802,7494,76.34
2002-12-21,51527,11316,2940,2100,48800,3790,7494,75.29
2002-12-22,51793,11349,3010,2100,48900,3805,7495,74.3
2002-12-23,53052,11420,2880,2050,51200,3797,7572,73.35
2002-12-24,48620,11326,2740,2050,50700,3809,7474,72.51
2002-12-25,40042,11030,2610,2000,44700,3799,7170,71.83
2002-12-26,31111,11370,2460,2000,36800,3801,7521,71.36
2002-12-27,30389,6582,2340,1950,31800,2543,3994,70.93
2002-12-28,32058,6098,2250,1950,31400,2043,4000,70.49
2002-12-29,42717,6101,2220,1900,39800,2048,3993,69.89
2002-12-30,52258,6072,2220,1850,48800,2018,3995,69.19
2002-12-31,60573,8702,2230,1800,57500,3637,5001,68.43
2003-01-01,71565,9294,2260,1700,63400,4221,4994,67.61
2003-01-02,77549,9286,2320,1650,64700,4214,4993,66.78
2003-01-03,82979,11709,2280,1600,65300,4229,7394,65.95
2003-01-04,75284,11587,2200,1550,63800,4210,7348,65.23
2003-01-05,59918,11641,2140,1500,61300,4208,7341,64.7
2003-01-06,52272,11622,2080,1450,57000,4202,7341,64.29
2003-01-07,45364,11625,1990,1450,50700,4232,7292,63.99
2003-01-08,38286,11790,1910,1450,44100,4259,7295,63.81
2003-01-09,34260,11230,1830,1350,38300,4256,6709,63.72
2003-01-10,30615,11765,1810,1300,34500,4214,7286,63.7
2003-01-11,30302,11018,1840,1300,33400,4201,6555,63.7
2003-01-12,32136,11581,1890,1250,35700,4254,7063,63.65
2003-01-13,36275,11688,2040,1250,39800,4258,7166,63.53
2003-01-14,38524,11881,2040,1200,43200,4262,7351,63.38
2003-01-15,50563,6870,2020,1200,50900,4274,2342,63.06
2003-01-16,60135,6843,1950,1150,60100,4266,2320,62.64
2003-01-17,76197,6845,1910,1150,64900,4276,2312,62.1
2003-01-18,76980,6831,1860,1100,64600,4281,2294,61.58
2003-01-19,65725,6833,1810,1100,62600,4282,2296,61.18
2003-01-20,59364,6792,1780,1100,59200,4244,2290,60.88
2003-01-21,49550,11717,1740,1050,54500,4269,7189,60.71
2003-01-22,45106,11688,1710,1050,50000,4258,7194,60.61
2003-01-23,42237,11559,1690,1000,47000,4259,7037,60.56
2003-01-24,43029,11494,1680,1000,47600,4274,6952,60.5
2003-01-25,46852,9275,1670,1000,49500,4314,4697,60.39
2003-01-26,48049,9269,1660,1000,51100,4312,4689,60.26
2003-01-27,48570,9269,1660,950,52100,4308,4671,60.14
2003-01-28,48214,9258,1700,950,52000,4331,4646,60.03
2003-01-29,44803,11887,1970,950,51200,4314,7295,59.97
2003-01-30,43077,11879,2020,950,49700,4318,7279,59.94
2003-01-31,40889,11887,1840,900,47800,4314,7290,59.95
2003-02-01,37826,11879,1740,900,44900,4317,7278,60
2003-02-02,35229,11887,1750,900,42400,4305,7299,60.1
2003-02-03,32859,11881,1770,900,40200,4294,7294,60.24
2003-02-04,30718,11633,1770,900,37900,4282,7060,60.41
2003-02-05,28259,11496,1780,900,35400,4284,6917,60.63
2003-02-06,25343,11725,1800,900,33000,4287,7145,60.91
2003-02-07,22842,11407,1810,900,30900,4269,6845,61.24
2003-02-08,19599,11846,1820,900,28800,4313,7247,61.65
2003-02-09,17059,11569,1820,900,27200,4288,7002,62.12
2003-02-10,15886,11684,1820,850,26100,4293,7112,62.62
2003-02-11,15279,11894,1820,850,25700,4315,7295,63.11
2003-02-12,19338,11803,1830,850,26900,4334,7191,63.43
2003-02-13,23538,11872,1880,850,31100,4349,7241,63.6
2003-02-14,35007,4598,1870,850,34100,3827,491,63.5
2003-02-15,37818,4377,1850,850,36000,3610,485,63.36
2003-02-16,35381,11756,1880,850,37700,4198,7275,63.27
2003-02-17,36319,11917,1910,850,40900,4352,7282,63.17
2003-02-18,40949,11900,1900,850,45300,4341,7270,63
2003-02-19,41236,11951,1920,850,45200,4361,7298,62.83
2003-02-20,39413,11799,1940,850,43400,4295,7216,62.7
2003-02-21,35241,11778,1970,900,42300,4296,7190,62.65
2003-02-22,33685,11723,1960,900,41100,4313,7122,62.64
2003-02-23,31871,11915,1940,900,39900,4333,7296,62.65
2003-02-24,29910,11930,1950,900,38700,4347,7296,62.71
2003-02-25,28490,11950,2000,900,37200,4366,7291,62.8
2003-02-26,29666,8661,2030,900,35200,4372,3998,62.85
2003-02-27,28526,7646,2050,900,32900,4372,2984,62.93
2003-02-28,22153,9994,2030,900,30000,4345,5361,63.17
2003-03-01,17568,11902,2020,950,27400,4353,7259,63.54
2003-03-02,15383,11624,2050,1000,25200,4302,7038,63.98
2003-03-03,13095,11863,2120,1000,23100,4318,7254,64.5
2003-03-04,11494,11848,2130,1000,21700,4327,7227,65.08
2003-03-05,10274,11942,2050,1050,20700,4315,7341,65.69
2003-03-06,9369,11658,2070,1050,19500,4309,7062,66.33
2003-03-07,8689,11942,2130,1006,19000,4305,7344,66.99
2003-03-08,9715,10532,2210,1056,18600,4308,5937,67.53
2003-03-09,10133,9535,2240,1056,18000,4325,4922,68.02
2003-03-10,9207,9754,2260,1100,17300,4287,5183,68.55
2003-03-11,9292,8935,2200,1150,16700,4372,4273,69.04
2003-03-12,6876,10995,2200,1112,16300,4427,6291,69.69
2003-03-13,6503,10716,2280,1156,15600,4410,6015,70.35
2003-03-14,7701,10340,2270,1209,15800,4352,5699,70.86
2003-03-15,15906,9991,2470,1210,18100,4313,5392,70.88
2003-03-16,26944,9505,2620,1300,26000,4295,4995,70.55
2003-03-17,38631,11317,2540,1290,37300,4357,6688,70.01
2003-03-18,41082,11103,2500,1316,39600,4375,6443,69.46
2003-03-19,35426,11290,2420,1374,35800,4360,6638,69.03
2003-03-20,25010,11210,2320,1371,31100,4336,6588,68.86
2003-03-21,20425,10834,2230,1423,27500,4341,6207,68.82
2003-03-22,18469,9574,2180,1475,24900,4346,4945,68.85
2003-03-23,16959,10842,2200,1473,23400,4348,6214,68.93
2003-03-24,14998,11111,2180,1531,22000,4290,6534,69.09
2003-03-25,15055,10802,2100,1545,22200,4450,6067,69.24
2003-03-26,13860,11303,2060,1594,21700,4435,6589,69.43
2003-03-27,13154,11190,2010,1600,20700,4436,6458,69.65
2003-03-28,12548,11053,1980,1650,21400,4431,6334,69.88
2003-03-29,13012,10894,1980,1650,22800,4414,6195,70.08
2003-03-30,11578,10881,1970,1650,21400,4395,6198,70.35
2003-03-31,10812,10049,2000,1681,19800,4359,5398,70.64
2003-04-01,9979,9635,1950,1750,18400,3644,5697,70.97
2003-04-02,10875,9194,2010,1730,18000,3352,5558,71.22
2003-04-03,11587,8292,2050,1721,17800,2915,5098,71.42
2003-04-04,12602,8733,2030,1789,18200,2761,5686,71.56
2003-04-05,12946,8659,2080,1800,18200,2711,5673,71.67
2003-04-06,13015,7727,2010,1800,17800,2663,4797,71.77
2003-04-07,12201,7840,2050,1800,17800,2745,4788,71.9
2003-04-08,10649,8176,1970,1834,16700,2723,5081,72.12
2003-04-09,9298,7527,1920,1827,15800,2754,4392,72.41
2003-04-10,7865,8326,1850,1823,15100,2754,5191,72.8
2003-04-11,8581,7687,1880,1807,15100,3218,4093,73.1
2003-04-12,11635,6796,1970,1840,14400,3411,3098,73.2
2003-04-13,16452,7464,2260,1890,16000,3417,3870,73.06
2003-04-14,19458,7807,2600,1871,19600,3416,4176,72.82
2003-04-15,31434,2619,2840,1900,24800,1609,642,72.29
2003-04-16,34282,1857,3000,1900,25900,860,649,71.73
2003-04-17,28961,1856,3090,1900,23300,861,645,71.31
2003-04-18,25551,1865,3160,1879,21500,861,645,71
2003-04-19,23049,1842,3180,1900,20400,859,643,70.76
2003-04-20,21915,1792,3350,1824,19800,861,599,70.58
2003-04-21,20642,1833,3470,1900,19000,861,646,70.44
2003-04-22,21030,1795,3390,1854,19000,862,639,70.3
2003-04-23,20217,1779,3300,1842,18400,859,627,70.19
2003-04-24,21056,1766,3050,1904,18600,859,615,70.06
2003-04-25,24836,1768,3070,1907,20300,857,643,69.83
2003-04-26,33061,1786,3200,1950,27100,861,639,69.43
2003-04-27,41227,1781,3240,1935,34400,854,639,68.91
2003-04-28,47749,1806,3320,1907,36900,858,645,68.32
2003-04-29,48414,1776,3420,1939,38500,858,623,67.76
2003-04-30,51049,1750,3320,1939,40800,858,625,67.19
2003-05-01,52596,1732,3280,1994,42400,856,602,66.63
2003-05-02,55405,1790,3260,1966,44700,859,641,66.08
2003-05-03,56410,1801,3330,2016,48800,859,643,65.54
2003-05-04,61782,1769,3490,2066,53500,863,611,64.97
2003-05-05,65139,1783,3460,2075,56900,860,618,64.4
2003-05-06,67246,1724,3320,2100,59300,856,571,63.84
2003-05-07,67665,1808,3210,2129,61800,859,648,63.3
2003-05-08,67682,1814,3240,2131,62400,861,641,62.8
2003-05-09,65813,1822,3290,2190,61400,856,643,62.34
2003-05-10,62253,1820,3270,2190,58900,855,640,61.94
2003-05-11,58217,1807,3370,2240,55400,855,626,61.61
2003-05-12,53632,1823,3360,2169,51100,856,641,61.35
2003-05-13,48137,1065,3190,2217,45300,733,0,61.17
2003-05-14,41325,1845,2830,2309,39900,862,643,61.1
2003-05-15,36878,1854,2600,2274,36700,861,645,61.11
2003-05-16,35255,1846,2430,2360,35300,860,639,61.15
2003-05-17,34168,1878,2270,2450,34500,861,650,61.2
2003-05-18,33487,1884,2210,2450,33900,862,646,61.27
2003-05-19,32154,2475,2290,2396,33100,1449,646,61.36
2003-05-20,30836,2740,2160,2381,32200,1693,639,61.47
2003-05-21,29395,2651,2020,2497,30900,1693,536,61.6
2003-05-22,27840,2693,2010,2517,29400,1690,647,61.76
2003-05-23,26885,2601,1960,2576,28400,1693,648,61.94
2003-05-24,25630,2526,1940,2624,27100,1694,544,62.14
2003-05-25,26167,2560,1950,2674,27700,1695,590,62.31
2003-05-26,26437,2612,2020,2750,28100,1693,644,62.47
2003-05-27,25624,2677,1900,2571,27300,1748,647,62.64
2003-05-28,23713,4022,1810,2733,26800,3105,647,62.85
