"Date","OUT","EXPORTS","SJR","GCD","SAC","CVP","SWP","X2"
2007-05-13,9569,1816,3180,2250,9310,852,685,75.71
2007-05-14,9409,1796,3200,2239,9140,845,697,75.79
2007-05-15,8978,1788,3130,2273,8830,855,685,75.91
2007-05-16,9373,1451,3130,2323,8950,853,346,75.99
2007-05-17,9010,1460,3100,2361,8630,857,342,76.09
2007-05-18,9610,1471,3130,2366,9190,853,347,76.14
2007-05-19,9726,1473,3080,2450,9430,856,345,76.18
2007-05-20,9379,1490,3070,2500,9200,852,344,76.24
2007-05-21,9950,1498,3070,2465,9750,858,345,76.27
2007-05-22,10086,1503,2920,2521,10100,854,341,76.28
2007-05-23,9971,1571,2810,2575,10200,849,397,76.3
2007-05-24,9131,1601,2670,2621,9550,850,395,76.37
2007-05-25,8376,1602,2560,2670,8940,853,394,76.5
2007-05-26,7609,1569,2470,2679,8270,846,396,76.68
2007-05-27,7131,1553,2440,2719,7850,855,395,76.89
2007-05-28,7111,1555,2470,2800,7900,854,393,77.09
2007-05-29,7161,1552,2380,2850,8080,854,397,77.28
2007-05-30,7975,1538,2370,2875,8910,856,390,77.39
2007-05-31,7907,1548,2310,2901,8980,857,392,77.5
2007-06-01,7824,1330,2330,2973,8860,853,0,77.6
2007-06-02,7886,1338,2370,3050,9020,855,0,77.7
2007-06-03,8151,1366,2350,3150,9450,856,0,77.77
2007-06-04,8610,1368,2220,3092,10000,860,0,77.8
2007-06-05,8164,1362,2120,3158,9710,852,0,77.87
2007-06-06,9091,1332,2060,3228,10700,851,0,77.86
2007-06-07,8890,1360,2010,3292,10600,848,0,77.86
2007-06-08,9355,1364,2020,3342,11100,847,0,77.84
2007-06-09,9907,1295,1960,3400,11700,850,0,77.77
2007-06-10,9461,1358,1830,3450,11500,847,0,77.74
2007-06-11,9499,1359,1960,3456,11400,848,0,77.71
2007-06-12,8670,1761,2080,3525,10900,854,390,77.74
2007-06-13,6860,2917,2160,3586,10200,2012,391,77.92
2007-06-14,5742,3453,1890,3647,9950,2530,391,78.21
2007-06-15,5473,3508,1750,3687,9920,2579,397,78.51
2007-06-16,6161,3447,1750,3750,10600,2580,396,78.71
2007-06-17,7177,4215,1820,3800,12400,2702,989,78.81
2007-06-18,7740,4203,1850,3768,12900,2693,997,78.85
2007-06-19,6879,4889,1720,3892,13000,3369,996,78.97
2007-06-20,7322,5008,1570,3945,13800,3761,739,79.04
2007-06-21,7527,5073,1450,3974,14200,3531,997,79.09
2007-06-22,6823,5566,1350,4029,14100,4024,994,79.2
2007-06-23,6497,5808,1270,4050,14100,4286,985,79.33
2007-06-24,7126,5079,1250,4100,14100,4218,334,79.4
2007-06-25,7224,5309,1280,4068,14400,4287,487,79.45
2007-06-26,6841,5566,1200,4125,14400,4276,746,79.54
2007-06-27,7618,5297,1220,4151,14900,4261,491,79.55
2007-06-28,7399,5788,1220,4166,15200,4277,994,79.59
2007-06-29,9028,5840,1160,4225,17000,4285,996,79.49
2007-06-30,10450,5990,1130,4229,18600,4439,997,79.3
2007-07-01,5830,11155,1180,4224,19100,3933,6668,79.5
2007-07-02,6541,11401,1220,4190,20000,4460,6382,79.61
2007-07-03,7525,10352,1160,4268,20100,4449,5339,79.63
2007-07-04,6845,10552,1130,4264,19600,4393,5593,79.71
2007-07-05,5527,10623,1150,4339,18400,4448,5611,79.92
2007-07-06,4888,10715,1160,4325,17800,4366,5830,80.2
2007-07-07,5841,9910,1100,4329,18000,4354,5025,80.34
2007-07-08,4825,10679,1110,4339,17800,4352,5780,80.61
2007-07-09,4292,10912,1210,4390,17500,4362,5990,80.93
2007-07-10,4678,10969,1090,4316,18000,4414,5990,81.18
2007-07-11,4280,11616,1150,4341,18200,4392,6661,81.48
2007-07-12,5686,11389,1180,4321,19300,4393,6456,81.57
2007-07-13,6494,10884,1170,4400,19700,4399,5946,81.58
2007-07-14,5315,11837,1210,4350,19400,4372,6927,81.71
2007-07-15,5407,12072,1230,4350,19700,4362,7158,81.83
2007-07-16,5390,12063,1250,4203,19500,4361,7147,81.94
2007-07-17,5642,12106,1160,4321,20000,4384,7163,82.01
2007-07-18,5409,12105,1100,4320,19800,4390,7167,82.11
2007-07-19,5736,11879,1140,4346,19900,4375,6960,82.17
2007-07-20,5755,12091,1120,4297,20100,4371,7178,82.22
2007-07-21,7151,11043,1090,4300,20500,4399,6274,82.12
2007-07-22,6382,11885,1180,4300,20500,4386,7160,82.11
2007-07-23,5965,11938,1190,4236,20100,4393,7175,82.14
2007-07-24,5230,11962,1140,4292,19500,4426,7170,82.25
2007-07-25,5453,11414,1130,4242,19100,4466,6584,82.33
2007-07-26,4643,11884,1090,4240,18800,4451,7084,82.51
2007-07-27,4188,11998,1040,4236,18500,4475,7177,82.75
2007-07-28,4211,11904,1020,4189,18400,4435,7125,82.96
2007-07-29,4165,11992,1070,4174,18400,4472,7176,83.18
2007-07-30,3743,11993,1080,4198,18000,4441,7186,83.45
2007-07-31,3148,11951,1020,4134,17300,4428,7173,83.82
2007-08-01,2931,11915,969,4158,17100,4421,7144,84.21
2007-08-02,2688,12009,984,4113,16900,4466,7173,84.64
2007-08-03,3109,11996,977,4097,17300,4467,7164,84.95
2007-08-04,4167,10803,1050,4100,17100,4460,5959,85.06
2007-08-05,2394,11977,1110,4050,16400,4467,7167,85.52
2007-08-06,3484,11885,1080,4100,17500,4392,7171,85.71
2007-08-07,3599,11885,1060,4000,17600,4380,7178,85.86
2007-08-08,3424,11952,1070,3981,17500,4441,7172,86.05
2007-08-09,3885,11967,1100,3940,17900,4469,7171,86.14
2007-08-10,4286,11943,1070,3926,18300,4452,7169,86.16
2007-08-11,4584,11313,975,3874,18000,4438,6573,86.13
2007-08-12,4203,11864,1000,3900,18200,4431,7155,86.17
2007-08-13,4463,11800,1050,3835,18300,4381,7164,86.16
2007-08-14,4144,11884,1010,3808,18100,4430,7177,86.2
2007-08-15,4067,11903,929,3818,18100,4449,7176,86.26
2007-08-16,4042,11898,891,3743,18000,4461,7174,86.31
2007-08-17,3561,11885,918,3719,17400,4451,7175,86.44
2007-08-18,2950,11867,978,3697,16700,4452,7167,86.69
2007-08-19,3325,11850,1010,3650,17000,4428,7176,86.84
2007-08-20,3295,11738,1060,3700,16900,4321,7171,86.99
2007-08-21,2747,11804,1050,3638,16400,4399,7168,87.26
2007-08-22,2723,11863,977,3558,16400,4454,7173,87.51
2007-08-23,2797,11828,1010,3547,16400,4437,7169,87.73
2007-08-24,3045,11883,1040,3496,16600,4496,7171,87.89
2007-08-25,4377,10606,1030,3450,16600,4399,5996,87.8
2007-08-26,4335,10626,1070,3400,16500,4416,5998,87.72
2007-08-27,4709,10099,1060,3450,16400,4389,5502,87.59
2007-08-28,4620,10070,942,3354,16300,4379,5494,87.49
2007-08-29,4352,10117,924,3323,16100,4425,5490,87.42
2007-08-30,4628,10136,927,3245,16300,4451,5488,87.33
2007-08-31,4917,10105,914,3188,16500,4402,5496,87.19
2007-09-01,4796,10580,932,3150,16800,4381,5989,87.08
2007-09-02,5127,10586,973,3150,17100,4386,5989,86.94
2007-09-03,4916,10572,1100,3100,16700,4374,5988,86.83
2007-09-04,4765,10561,1010,3064,16600,4372,5990,86.74
2007-09-05,5264,10543,956,3016,17100,4358,5991,86.6
2007-09-06,4905,10585,995,2945,16700,4413,5985,86.51
2007-09-07,4724,10570,1030,2900,16500,4393,5989,86.45
2007-09-08,5060,10551,1040,2850,16800,4369,5990,86.34
2007-09-09,4685,10603,1030,2862,16500,4414,5989,86.3
2007-09-10,4937,10517,1050,2800,16600,4327,5993,86.22
2007-09-11,4539,10595,993,2765,16300,4415,5991,86.2
2007-09-12,4914,9530,976,2735,15600,4360,4992,86.13
2007-09-13,5577,9538,959,2647,16200,4366,4992,85.98
2007-09-14,5496,9511,929,2623,16100,4336,4999,85.85
2007-09-15,5082,9538,979,2575,15600,4371,4993,85.78
2007-09-16,5544,9495,1010,2570,16000,4335,4985,85.65
2007-09-17,6035,8670,1030,2488,15600,4012,4486,85.48
2007-09-18,5322,8822,976,2477,15100,4164,4484,85.4
2007-09-19,4671,9016,946,2405,14600,4350,4490,85.4
2007-09-20,5595,8967,935,2425,15500,4308,4496,85.29
2007-09-21,5139,9025,929,2397,15100,4364,4495,85.24
2007-09-22,4728,9951,954,2335,14400,4279,5490,85.25
2007-09-23,4965,9509,1090,2325,14100,4295,5034,85.23
2007-09-24,5330,8991,1130,2300,13900,4302,4494,85.16
2007-09-25,4050,10028,1110,2235,13600,4333,5499,85.27
2007-09-26,3347,10056,1030,2237,13000,4347,5493,85.5
2007-09-27,1187,10596,1010,2188,12500,4366,5975,86.38
2007-09-28,857,10087,1050,2178,11600,4325,5493,87.43
2007-09-29,2869,8577,1120,2130,12000,4308,3968,87.64
2007-09-30,1089,10048,1150,2150,11700,4311,5489,88.47
2007-10-01,3103,9095,1230,2150,12000,4373,4497,88.57
2007-10-02,2768,9080,1170,2082,12000,4383,4494,88.74
2007-10-03,3044,8541,1130,2034,11900,4375,3995,88.84
2007-10-04,3468,8052,1110,2043,11900,4326,3498,88.85
2007-10-05,3863,8038,1070,1976,12300,4314,3498,88.79
2007-10-06,3816,7610,1120,2000,11800,4410,2991,88.74
2007-10-07,3274,7582,1190,1935,11100,4397,2998,88.79
2007-10-08,3092,7497,1190,1900,10800,4321,2995,88.88
2007-10-09,2786,7492,1140,1950,10600,4328,2992,89.03
2007-10-10,5470,7468,1130,1888,11600,4308,2990,88.73
2007-10-11,4903,7981,1150,1892,11600,4310,3498,88.53
2007-10-12,6729,7926,1180,1894,11300,4281,3486,88.12
2007-10-13,6268,7876,1400,1895,10600,4231,3489,87.79
2007-10-14,6078,7926,1460,1850,10400,4253,3497,87.5
2007-10-15,3660,8023,1450,1846,9750,4341,3498,87.55
2007-10-16,4366,7431,1400,1843,9700,4273,2996,87.48
2007-10-17,2854,7409,1430,1845,10200,4276,2987,87.69
2007-10-18,3029,7899,1640,1792,10600,4263,3489,87.85
2007-10-19,2828,7957,1790,1794,10300,4302,3492,88.04
2007-10-20,3521,7451,1760,1800,10500,4298,2987,88.09
2007-10-21,2938,7416,1750,1800,10100,4289,2981,88.25
2007-10-22,3115,7427,1750,1800,10300,4259,2990,88.36
2007-10-23,3607,6964,1740,1726,10300,4271,2498,88.37
2007-10-24,2981,7047,1770,1740,9730,4330,2498,88.5
2007-10-25,2836,7022,1900,1736,9350,4292,2495,88.66
2007-10-26,2751,7025,2020,1742,9170,4304,2495,88.83
2007-10-27,3452,6449,2230,1750,9130,4252,1992,88.84
2007-10-28,3757,6461,2330,1750,9340,4252,1994,88.8
2007-10-29,2774,6989,2340,1683,8800,4304,2497,88.96
2007-10-30,3557,7019,2330,1687,9640,4308,2498,88.94
2007-10-31,3485,7457,2360,1693,9990,4251,2991,88.94
2007-11-01,3626,7009,2320,1691,9680,4305,2496,88.92
2007-11-02,3477,6947,2200,1696,9580,4248,2487,88.92
2007-11-03,3550,6526,2130,1700,9320,4326,1989,88.91
2007-11-04,3052,6562,2120,1700,8890,4429,1917,89
2007-11-05,3002,6513,2090,1698,8830,4304,1994,89.1
2007-11-06,2789,6524,2110,1690,8630,4319,1989,89.23
2007-11-07,2853,6513,2150,1696,8650,4301,1999,89.35
2007-11-08,3530,5498,2090,1646,8320,3803,1489,89.32
2007-11-09,4274,5279,1960,1695,9020,3577,1489,89.17
2007-11-10,6275,4704,1830,1650,9150,3013,1489,88.77
2007-11-11,10035,4478,1750,1650,10200,2782,1491,88.1
2007-11-12,10067,4490,1690,1650,10300,2791,1492,87.46
2007-11-13,8650,5961,1620,1647,10400,2769,2989,86.96
2007-11-14,8164,6486,1580,1637,10500,2772,3500,86.52
2007-11-15,5683,7457,1530,1697,10500,2764,4495,86.34
2007-11-16,3648,7460,1520,1698,11000,2770,4492,86.45
2007-11-17,4045,7150,1510,1700,11100,2761,4194,86.49
2007-11-18,4037,7151,1510,1700,11100,2756,4195,86.53
2007-11-19,3932,7471,1520,1700,11300,2767,4490,86.59
2007-11-20,4079,7164,1490,1741,11200,2772,4196,86.62
2007-11-21,2430,8182,1470,1750,10600,3480,4485,86.98
2007-11-22,2504,8014,1480,1750,10500,3800,3988,87.3
2007-11-23,3621,6994,1480,1750,10600,3791,2980,87.37
2007-11-24,3241,6977,1480,1750,10200,3784,2989,87.5
2007-11-25,3012,7040,1470,1800,10100,3805,3000,87.68
2007-11-26,3198,7040,1450,1792,10300,3807,2989,87.8
2007-11-27,3147,7033,1440,1848,10300,3783,2993,87.93
2007-11-28,3022,7018,1440,1894,10200,3767,2990,88.08
2007-11-29,2753,7018,1440,1898,9930,3766,2991,88.28
2007-11-30,3031,6512,1450,1950,9750,3760,2492,88.41
2007-12-01,3362,6461,1430,2000,10100,3752,2479,88.46
2007-12-02,3948,5982,1430,2000,10200,3767,1979,88.41
2007-12-03,3665,6343,1430,1927,10100,3758,2386,88.41
2007-12-04,2999,6958,1420,2050,9960,3754,2994,88.53
2007-12-05,3579,6361,1410,2092,10000,3758,2412,88.54
2007-12-06,6205,6944,1430,2092,10900,3771,2989,88.19
2007-12-07,9979,9485,1530,2147,13900,3778,5488,87.55
2007-12-08,10262,9954,1640,2150,14600,3753,5986,86.93
2007-12-09,9210,10322,1580,2150,14200,3765,6342,86.42
2007-12-10,10103,8708,1550,2194,13600,4016,4494,85.87
2007-12-11,6719,8992,1550,2198,12800,4367,4491,85.62
2007-12-12,2823,8867,1550,2198,12000,4287,4476,85.94
2007-12-13,2113,8887,1550,2197,11300,4303,4475,86.43
2007-12-14,1812,8887,1540,2197,11000,4282,4476,86.99
2007-12-15,3307,7069,1520,2200,10700,3806,3128,87.13
2007-12-16,3866,6096,1510,2200,10300,3596,2360,87.16
2007-12-17,4176,6870,1490,2194,10700,3732,2995,87.15
2007-12-18,6479,7415,1510,2148,10700,3771,3495,86.84
2007-12-19,7782,7438,1580,2148,11700,3791,3490,86.44
2007-12-20,11302,7417,1570,2148,12600,3779,3487,85.82
2007-12-21,13733,7457,1580,2097,15000,3814,3497,85.11
2007-12-22,15056,6746,1550,2100,16400,3321,3282,84.37
2007-12-23,13764,5287,1530,2050,16400,2666,2493,83.74
2007-12-24,11918,5281,1510,2045,14800,2689,2490,83.23
2007-12-25,7738,5257,1490,2000,13100,2663,2492,83.03
2007-12-26,6936,5250,1480,1996,12300,2655,2492,82.91
2007-12-27,4226,7296,1470,1947,11600,2654,4534,83.12
2007-12-28,8536,2990,1450,1948,11400,1503,1393,82.86
2007-12-29,8978,2515,1440,1897,11100,1037,1395,82.59
2007-12-30,9122,2520,1440,1850,11200,1047,1387,82.32
2007-12-31,9055,2520,1420,1797,11100,1037,1394,82.07
2008-01-01,9040,2516,1400,1700,11000,1040,1387,81.83
2008-01-02,8188,2860,1370,1646,10700,1038,1739,81.67
2008-01-03,10415,3456,1360,1598,10500,1618,1740,81.36
2008-01-04,22641,3688,1520,1547,11600,1857,1745,80.57
2008-01-05,36168,3251,1920,1498,20300,1922,1240,79.52
2008-01-06,46524,5436,2480,1450,31300,2350,2997,78.37
2008-01-07,50477,5815,2780,1446,35400,2732,2992,77.23
2008-01-08,43644,6590,2780,1448,31800,3515,2998,76.24
2008-01-09,29531,6916,2430,1348,28200,3854,2984,75.56
2008-01-10,23362,7888,2210,1298,26600,3824,3987,75.07
2008-01-11,23348,7911,2070,1298,26800,3829,3990,74.6
2008-01-12,21829,7925,1940,1250,25700,3848,3985,74.21
2008-01-13,19863,7905,1830,1250,24700,3827,3992,73.89
2008-01-14,18090,6271,1720,1196,22700,3190,2990,73.66
2008-01-15,16176,5497,1650,1198,20800,2898,2499,73.51
2008-01-16,14947,5027,1610,1148,19100,2428,2489,73.42
2008-01-17,12684,5539,1560,1148,17400,1943,3490,73.44
2008-01-18,10781,5733,1510,1098,15700,2637,2988,73.56
2008-01-19,8966,6035,1500,1100,14200,2932,2998,73.8
2008-01-20,7677,6001,1490,1100,12900,2910,2984,74.12
2008-01-21,8553,6009,1490,1045,12600,2914,2990,74.36
2008-01-22,14050,6501,1500,1048,13500,2928,3487,74.26
2008-01-23,18199,6491,1610,998,14400,2926,3489,74
2008-01-24,21185,7162,1870,999,16500,3483,3491,73.66
2008-01-25,23803,7526,3650,998,17200,3730,3489,73.26
2008-01-26,28562,7017,4300,1000,19500,3713,2995,72.77
2008-01-27,37519,7053,4180,950,28000,3751,2999,72.12
2008-01-28,43200,7457,3930,947,37300,4145,2996,71.42
2008-01-29,44870,7067,4510,948,40400,4234,2499,70.74
2008-01-30,44804,7060,4180,948,41000,4249,2496,70.09
2008-01-31,42266,8503,3550,899,39100,4203,3990,69.52
2008-02-01,38290,8508,3270,898,36700,4233,3988,69.04
2008-02-02,39326,8523,2930,900,36400,4232,3992,68.57
2008-02-03,41724,8535,2740,900,36800,4229,3990,68.09
2008-02-04,39993,7168,2730,895,37000,3853,2995,67.66
2008-02-05,37427,7250,3120,898,38100,3432,3499,67.3
2008-02-06,36276,7210,3010,898,37200,3401,3490,66.98
2008-02-07,31384,7215,3010,899,34000,3406,3489,66.77
2008-02-08,25431,7437,2860,898,30300,3635,3495,66.7
2008-02-09,22730,7018,2570,900,27500,3712,2996,66.72
2008-02-10,20149,7014,2360,850,25100,3706,2990,66.81
2008-02-11,17795,7525,2230,850,23400,3712,3485,66.97
2008-02-12,16029,7543,2100,843,21800,3708,3492,67.19
2008-02-13,14977,7560,1990,847,20900,3724,3487,67.45
2008-02-14,15300,7536,1890,848,20100,3717,3488,67.68
2008-02-15,15341,7353,1820,848,19400,3540,3496,67.89
2008-02-16,13474,7726,1770,850,18300,3431,3989,68.18
2008-02-17,11455,7292,1720,850,17400,2985,3997,68.55
2008-02-18,11174,6430,1670,837,16300,2624,3496,68.92
2008-02-19,11630,6400,1630,820,15600,2599,3487,69.25
2008-02-20,12546,6796,1660,840,16400,2982,3494,69.5
2008-02-21,11700,7338,1710,897,15600,3529,3491,69.79
2008-02-22,12201,7434,1750,897,15900,3631,3496,70.04
2008-02-23,14332,7031,1890,900,16900,3242,3486,70.16
2008-02-24,18004,6565,2100,900,20400,2773,3489,70.14
2008-02-25,27705,6576,2190,895,27900,2774,3490,69.83
2008-02-26,36326,6049,3080,898,34800,2762,2994,69.37
2008-02-27,38082,5530,3250,898,36300,2766,2488,68.9
2008-02-28,36046,5181,2940,898,34800,2411,2482,68.5
2008-02-29,32870,4280,2720,948,31600,1977,1995,68.17
2008-03-01,29179,3787,2490,950,27900,1981,1496,67.95
2008-03-02,26565,2807,2270,1000,24900,1507,995,67.79
2008-03-03,23367,2638,2140,996,22100,1324,998,67.72
2008-03-04,19194,3640,2060,997,19600,1817,1497,67.79
2008-03-05,16323,4420,1960,1029,18000,2092,1997,67.96
2008-03-06,14117,5231,1920,1036,16800,2910,1997,68.21
2008-03-07,11618,6343,1910,1031,15500,3527,2489,68.57
2008-03-08,9750,6417,1880,1083,14800,3593,2488,69.03
2008-03-09,9588,6046,1950,1082,14200,3239,2490,69.47
2008-03-10,10525,5007,1940,1078,14100,2681,1989,69.83
2008-03-11,10569,4414,1920,1126,13600,2086,1994,70.17
2008-03-12,10710,3788,1890,1144,13100,1455,1990,70.47
2008-03-13,11214,2615,1800,1180,12500,785,1492,70.74
2008-03-14,11308,2760,1860,1250,12500,956,1488,70.98
2008-03-15,12069,2007,1820,1250,12600,876,985,71.17
2008-03-16,12455,2018,1850,1300,13100,876,991,71.32
2008-03-17,11757,2061,1880,1329,12500,938,991,71.51
2008-03-18,10550,3111,1860,1329,12400,1005,1992,71.75
2008-03-19,9851,3121,2010,1368,11600,1004,1993,72.03
2008-03-20,10060,3119,2180,1361,11600,1005,1992,72.27
2008-03-21,9803,3187,2210,1420,11400,1569,1498,72.52
2008-03-22,8865,3423,2270,1408,10600,1797,1497,72.82
2008-03-23,9523,2927,2350,1447,10700,1807,987,73.06
2008-03-24,8932,3286,2390,1550,10500,2179,985,73.33
2008-03-25,7517,4267,2330,1550,10100,2643,1493,73.69
2008-03-26,7506,4264,2290,1600,10100,2648,1493,74.04
2008-03-27,7929,3926,2350,1450,9930,2311,1491,74.33
2008-03-28,8368,3516,2410,1571,9370,1896,1493,74.57
2008-03-29,9300,3018,2430,1600,9570,1394,1491,74.72
2008-03-30,10030,2117,2480,1650,9430,989,993,74.82
2008-03-31,10284,2066,2480,1650,9700,956,991,74.9
2008-04-01,8465,2991,2380,1727,9040,986,1996,75.1
2008-04-02,7676,3526,2210,1697,9410,1020,2489,75.35
2008-04-03,6902,3905,2160,1691,9290,1401,2487,75.66
2008-04-04,5401,4643,2050,1756,8670,1857,2744,76.11
2008-04-05,5550,4380,2020,1735,8530,1869,2459,76.52
2008-04-06,5792,3840,2000,1800,8310,1859,1922,76.87
2008-04-07,6375,3918,2010,1800,8940,1868,1988,77.15
2008-04-08,6701,3507,1960,1760,8850,1857,1593,77.37
2008-04-09,7608,3419,1880,1792,9770,1866,1490,77.51
2008-04-10,9438,2460,1850,1785,10700,1145,1244,77.49
2008-04-11,11451,1922,1840,1782,12200,851,998,77.36
2008-04-12,12364,1416,1820,1775,12600,849,487,77.18
2008-04-13,12591,1426,1960,1827,12700,850,496,76.99
2008-04-14,11469,1933,2050,1807,11900,850,997,76.88
2008-04-15,12626,1923,2020,1825,13000,849,984,76.72
2008-04-16,11821,2411,2030,1850,12700,847,1472,76.6
2008-04-17,11442,2454,2180,1813,12300,855,1487,76.51
2008-04-18,10858,2445,2240,1853,11700,830,1499,76.46
2008-04-19,10842,1939,2240,1900,11200,852,998,76.42
2008-04-20,11601,1913,2210,1850,11900,848,984,76.33
2008-04-21,11667,1932,2680,1713,11400,849,996,76.25
2008-04-22,11333,1636,2920,1829,10700,849,690,76.18
2008-04-23,10557,1619,3050,1825,9800,848,687,76.17
2008-04-24,10693,1605,3180,1856,9860,839,684,76.15
2008-04-25,10170,1623,3310,1880,9290,847,686,76.16
2008-04-26,9677,1624,3260,1900,8880,849,691,76.21
2008-04-27,9209,1630,3300,1950,8420,851,695,76.28
2008-04-28,8689,1627,3250,1946,7880,844,693,76.39
2008-04-29,8061,1646,3100,1953,7380,852,696,76.54
2008-04-30,9171,1615,3100,1935,8450,842,692,76.6
2008-05-01,8635,1815,3090,1915,8160,543,1008,76.69
2008-05-02,8521,1821,3130,1940,8060,845,696,76.79
2008-05-03,8075,1836,3140,2000,7710,847,695,76.91
2008-05-04,7121,1845,3160,2050,6780,848,690,77.12
2008-05-05,7355,1843,3150,2015,6980,852,688,77.28
2008-05-06,8082,1840,3230,2047,7670,855,690,77.38
2008-05-07,8573,1840,3240,2083,8180,853,686,77.44
2008-05-08,8277,1840,3230,2094,7900,853,692,77.51
2008-05-09,8613,1845,3280,2137,8200,854,699,77.56
2008-05-10,8509,1845,3250,2150,8140,854,694,77.61
2008-05-11,8128,1833,3420,2200,7620,852,684,77.69
2008-05-12,8805,1831,3480,2247,8300,850,686,77.71
2008-05-13,8771,1822,3320,2234,8430,848,688,77.73
2008-05-14,8798,1848,3240,2274,8600,849,690,77.75
2008-05-15,8365,1903,3210,2258,8260,853,699,77.8
2008-05-16,7581,1726,3130,2311,7360,845,489,77.91
2008-05-17,6867,1888,3080,2450,6930,851,697,78.08
2008-05-18,7458,1890,3050,2400,7470,854,690,78.19
2008-05-19,7542,1883,3120,2400,7480,857,695,78.28
2008-05-20,7558,1716,3020,2457,7490,857,522,78.37
2008-05-21,9023,2048,2820,2453,9520,857,873,78.34
2008-05-22,9974,1860,2600,2498,10600,857,695,78.24
2008-05-23,8828,2779,2220,2508,10800,987,1495,78.23
2008-05-24,8903,2865,1900,2624,11400,1064,1495,78.22
2008-05-25,8754,2394,1840,2674,10900,1058,1062,78.21
2008-05-26,7840,2832,1860,2674,10400,1061,1499,78.28
2008-05-27,8091,2378,1760,2800,10400,1057,1038,78.32
2008-05-28,7721,2504,1650,2727,10200,1058,1175,78.39
2008-05-29,8086,2534,1660,2824,10700,1053,1188,78.43
2008-05-30,7909,2910,1610,2876,11000,1059,1498,78.48
2008-05-31,7897,2594,1530,2950,10800,1056,1199,78.53
2008-06-01,8313,2517,1430,3000,11400,1066,987,78.54
2008-06-02,8144,2507,1450,2988,11200,1055,986,78.57
2008-06-03,7124,2520,1360,3074,10400,1061,988,78.68
2008-06-04,7533,2245,1270,3124,10700,991,778,78.74
2008-06-05,7327,2151,1260,3172,10500,868,797,78.83
2008-06-06,7225,2175,1190,3283,10600,868,789,78.91
2008-06-07,7032,2164,1100,3315,10500,861,794,79.01
2008-06-08,5832,2369,1150,3355,9510,863,990,79.23
2008-06-09,5574,1954,1140,3307,8840,861,586,79.46
2008-06-10,7410,1077,1090,3440,9960,430,197,79.49
2008-06-11,8003,1009,1040,3472,10500,432,197,79.48
2008-06-12,8434,1000,977,3511,11000,428,193,79.43
2008-06-13,7636,1705,943,3564,11000,864,398,79.45
2008-06-14,7435,1809,983,3624,10900,869,398,79.48
2008-06-15,7608,1808,992,3674,11100,867,390,79.5
2008-06-16,6871,2421,1030,3700,11000,867,988,79.58
2008-06-17,6688,2377,910,3783,11000,866,992,79.67
2008-06-18,6338,2386,861,3833,10800,863,997,79.8
2008-06-19,7022,2272,870,3856,11400,939,798,79.85
2008-06-20,7626,2382,852,3907,12100,1031,795,79.85
2008-06-21,7968,2388,826,3974,12500,1032,789,79.81
2008-06-22,7555,2616,845,4050,12400,1036,980,79.82
2008-06-23,7602,2826,864,4059,12700,1031,1198,79.81
2008-06-24,7154,3264,886,4095,12700,1509,1185,79.85
2008-06-25,7191,2787,888,4139,12300,1027,1184,79.89
2008-06-26,7393,2600,942,4132,12200,1026,998,79.9
2008-06-27,7109,2580,975,4184,11900,1032,987,79.94
2008-06-28,7570,2556,929,4200,12400,1034,974,79.93
2008-06-29,7836,2585,951,4250,12800,1033,1019,79.91
2008-06-30,7419,3273,982,4183,13000,1554,1189,79.92
2008-07-01,5301,5314,953,4233,13000,2587,2196,80.14
2008-07-02,4869,5631,944,4231,12900,2909,2195,80.41
2008-07-03,3884,6596,873,4267,13000,2876,3191,80.81
2008-07-04,4154,6605,872,4279,13300,2890,3190,81.15
2008-07-05,3885,6622,935,4329,13000,2904,3200,81.51
2008-07-06,3891,6509,985,4324,12800,2803,3185,81.84
2008-07-07,3639,6656,897,4324,12800,2935,3191,82.21
2008-07-08,3427,7031,833,4307,13000,3260,3196,82.59
2008-07-09,3110,7276,826,4325,12900,3728,3008,83.01
2008-07-10,2686,7211,836,4351,12400,3699,2963,83.51
2008-07-11,2588,6809,849,4332,11900,3771,2497,84
2008-07-12,3580,6732,846,4350,12900,3705,2495,84.26
2008-07-13,3300,6754,904,4350,12600,3734,2500,84.55
2008-07-14,3288,6810,947,4329,12600,3793,2499,84.83
2008-07-15,3788,6856,902,4335,13200,3827,2495,85
2008-07-16,3983,6850,861,4319,13400,3832,2490,85.13
2008-07-17,4126,6340,854,4321,13000,3817,1997,85.24
2008-07-18,4144,6373,868,4330,13000,3842,1995,85.33
2008-07-19,4062,6359,872,4339,12900,3832,1995,85.43
2008-07-20,3856,6370,892,4289,12700,3849,1995,85.56
2008-07-21,4247,6368,934,4297,13100,3849,1998,85.62
2008-07-22,3758,6333,865,4303,12600,3825,1991,85.75
2008-07-23,2902,6349,812,4287,11800,3832,1986,86.05
2008-07-24,3374,5664,787,4276,11600,3639,1493,86.23
2008-07-25,3856,5464,779,4219,11800,3485,1484,86.31
2008-07-26,3706,5460,821,4219,11600,3464,1494,86.42
2008-07-27,3719,5499,830,4250,11700,3511,1485,86.52
2008-07-28,3642,5623,868,4197,11700,3631,1490,86.62
2008-07-29,3329,5925,792,4199,11800,3738,1686,86.78
2008-07-30,3254,5935,741,4190,11800,3745,1689,86.94
2008-07-31,2558,6238,801,4134,11300,3745,1997,87.26
2008-08-01,2480,6109,867,4129,11000,3734,1999,87.57
